source,target,value
MATH 215,MATH 345,0.25
MATH 255,MATH 345,0.25
MATH 256,MATH 345,0.25
MATH 258,MATH 345,0.25
MECH 224,MATH 358,1
MECH 225,MATH 358,1
MATH 101,MATH 360,0.2
MATH 103,MATH 360,0.2
MATH 105,MATH 360,0.2
MATH 121,MATH 360,0.2
SCIE 001,MATH 360,0.2
BIOL 301,MATH 361,0.2
MATH 215,MATH 361,0.2
MATH 255,MATH 361,0.2
MATH 256,MATH 361,0.2
MATH 258,MATH 361,0.2
MATH 398,MATH 399,1
MATH 300,MATH 400,0.5
MATH 305,MATH 400,0.5
MATH 256,MATH 400,0.17
MATH 257,MATH 400,0.17
MATH 316,MATH 400,0.17
MATH 358,MATH 400,0.17
MECH 358,MATH 400,0.17
PHYS 312,MATH 400,0.17
MATH 256,MATH 401,0.08
MATH 257,MATH 401,0.08
MATH 316,MATH 401,0.08
MATH 358,MATH 401,0.08
MECH 358,MATH 401,0.08
PHYS 312,MATH 401,0.08
MATH 400,MATH 401,0.5
MATH 301,MATH 402,0.5
MATH 320,MATH 402,0.5
MATH 301,MATH 403,0.5
MATH 320,MATH 403,0.5
MATH 300,MATH 404,1
MATH 321,MATH 404,1
MATH 420,MATH 404,1
MATH 404,MATH 420,1
MATH 256,MATH 405,0.17
MATH 257,MATH 405,0.17
MATH 316,MATH 405,0.17
MATH 358,MATH 405,0.17
MECH 358,MATH 405,0.17
PHYS 312,MATH 405,0.17
MATH 307,MATH 406,0.5
CPSC 302,MATH 406,0.5
MATH 256,MATH 406,0.08
MATH 257,MATH 406,0.08
MATH 316,MATH 406,0.08
MATH 358,MATH 406,0.08
MECH 358,MATH 406,0.08
PHYS 312,MATH 406,0.08
MATH 400,MATH 406,0.5
MATH 320,MATH 412,1
MATH 322,MATH 412,1
MATH 321,MATH 418,1
MATH 418,MATH 419,1
MATH 321,MATH 420,1
MATH 420,MATH 421,1
MATH 323,MATH 422,1
MATH 323,MATH 423,1
MATH 412,MATH 423,0.5
MATH 422,MATH 423,0.5
MATH 223,MATH 424,0.5
MATH 152,MATH 424,0.25
MATH 221,MATH 424,0.25
MATH 227,MATH 424,0.5
MATH 217,MATH 424,0.13
MATH 254,MATH 424,0.13
MATH 264,MATH 424,0.13
MATH 317,MATH 424,0.13
MATH 221,MATH 425,0.5
MATH 223,MATH 425,0.5
MATH 217,MATH 425,0.2
MATH 227,MATH 425,0.2
MATH 254,MATH 425,0.2
MATH 264,MATH 425,0.2
MATH 317,MATH 425,0.2
MATH 319,MATH 425,0.5
MATH 320,MATH 425,0.5
MATH 321,MATH 426,1
MATH 322,MATH 426,1
MATH 426,MATH 427,1
MATH 215,MATH 428,0.25
MATH 255,MATH 428,0.25
MATH 256,MATH 428,0.25
MATH 258,MATH 428,0.25
PHYS 216,MATH 428,0.33
PHYS 306,MATH 428,0.33
ENPH 270,MATH 428,0.33
MATH 320,MATH 428,1
MATH 428,MATH 320,1
MATH 320,MATH 437,0.5
MATH 437,MATH 320,0.5
MATH 322,MATH 437,0.5
MATH 437,MATH 322,0.5
MATH 300,MATH 440,1
MATH 320,MATH 440,1
MATH 340,MATH 441,1
MATH 220,MATH 442,0.25
MATH 223,MATH 442,0.25
MATH 226,MATH 442,0.25
CPSC 221,MATH 442,0.25
MATH 220,MATH 443,0.25
MATH 223,MATH 443,0.25
MATH 226,MATH 443,0.25
CPSC 121,MATH 443,0.25
MATH 220,MATH 444,0.5
MATH 226,MATH 444,0.5
MATH 400,MATH 450,1
MATH 361,MATH 462,0.5
MATH 345,MATH 462,0.5
MATH 399,MATH 498,1
MATH 498,MATH 499,1
MDIA 290,MDIA 350,1
MDIA 350,MDIA 450,1
MDIA 350,MDIA 490,1
APSC 160,MECH 220,1
MATH 101,MECH 220,1
MATH 152,MECH 220,1
PHYS 158,MECH 220,1
PHYS 170,MECH 220,1
APSC 100,MECH 220,0.33
APSC 150,MECH 220,0.33
APSC 151,MECH 220,0.33
BMEG 102,MECH 220,0.5
PHYS 159,MECH 220,0.5
APSC 176,MECH 220,0.33
ENGL 112,MECH 220,0.33
WRDS 150,MECH 220,0.33
MECH 221,MECH 220,1
MECH 220,MECH 221,1
MATH 101,MECH 221,1
MATH 152,MECH 221,1
PHYS 158,MECH 221,1
PHYS 170,MECH 221,1
BMEG 102,MECH 221,0.5
PHYS 159,MECH 221,0.5
APSC 176,MECH 221,0.33
ENGL 112,MECH 221,0.33
WRDS 150,MECH 221,0.33
MECH 224,MECH 221,1
MECH 221,MECH 224,1
MECH 220,MECH 222,1
MECH 221,MECH 222,1
MECH 223,MECH 222,1
MECH 222,MECH 223,1
MECH 225,MECH 222,1
MECH 222,MECH 225,1
MECH 220,MECH 223,1
MECH 221,MECH 223,1
ENGL 112,MECH 226,0.33
WRDS 150,MECH 226,0.33
APSC 176,MECH 226,0.33
MECH 220,MECH 226,1
MECH 226,MECH 220,1
MECH 221,MECH 226,1
MECH 226,MECH 221,1
MECH 222,MECH 226,1
MECH 226,MECH 222,1
MECH 223,MECH 226,1
MECH 226,MECH 223,1
MECH 224,MECH 226,1
MECH 226,MECH 224,1
MECH 225,MECH 226,1
MECH 226,MECH 225,1
MECH 220,MECH 227,1
APSC 176,MECH 227,0.33
ENGL 112,MECH 227,0.33
WRDS 150,MECH 227,0.33
APSC 160,MECH 230,1
MATH 101,MECH 230,1
MATH 152,MECH 230,1
PHYS 158,MECH 230,1
PHYS 170,MECH 230,1
APSC 100,MECH 230,0.33
APSC 150,MECH 230,0.33
APSC 151,MECH 230,0.33
BMEG 102,MECH 230,0.5
PHYS 159,MECH 230,0.5
APSC 176,MECH 230,0.33
ENGL 112,MECH 230,0.33
WRDS 150,MECH 230,0.33
MECH 221,MECH 230,1
MECH 230,MECH 221,1
MECH 230,MECH 231,1
APSC 160,MECH 232,1
MATH 101,MECH 232,1
MATH 152,MECH 232,1
PHYS 158,MECH 232,1
PHYS 170,MECH 232,1
APSC 100,MECH 232,0.33
APSC 150,MECH 232,0.33
APSC 151,MECH 232,0.33
BMEG 102,MECH 232,0.5
PHYS 159,MECH 232,0.5
APSC 176,MECH 232,0.33
ENGL 112,MECH 232,0.33
WRDS 150,MECH 232,0.33
MECH 221,MECH 232,1
MECH 232,MECH 221,1
MECH 232,MECH 233,1
MECH 230,MECH 234,1
MECH 234,MECH 235,1
MATH 101,MECH 260,0.5
PHYS 170,MECH 260,0.5
APSC 172,MECH 260,0.5
APSC 173,MECH 260,0.5
APSC 180,MECH 260,0.5
MATH 152,MECH 280,1
PHYS 170,MECH 280,1
MATH 217,MECH 280,0.5
MATH 253,MECH 280,0.5
PHYS 131,MECH 280,0.33
PHYS 108,MECH 280,0.17
PHYS 118,MECH 280,0.17
PHYS 153,MECH 280,0.33
PHYS 157,MECH 280,0.33
PHYS 158,MECH 280,0.33
PHYS 159,MECH 280,0.33
MECH 220,MECH 305,1
MECH 223,MECH 305,1
MECH 224,MECH 305,1
MECH 225,MECH 305,1
MECH 220,MECH 306,1
MECH 223,MECH 306,1
MECH 224,MECH 306,1
MECH 225,MECH 306,1
MECH 223,MECH 325,0.5
MECH 260,MECH 325,0.5
MECH 360,MECH 325,1
MECH 325,MECH 360,1
MECH 225,MECH 327,0.5
CHBE 241,MECH 327,0.25
ENPH 257,MECH 327,0.25
CHBE 251,MECH 327,0.17
CIVL 215,MECH 327,0.17
MECH 280,MECH 327,0.17
MECH 223,MECH 328,1
MECH 224,MECH 329,0.5
APSC 278,MECH 329,0.5
MECH 260,MECH 329,0.5
MECH 224,MECH 358,1
MECH 225,MECH 358,1
MECH 224,MECH 360,0.5
MECH 260,MECH 360,0.5
MECH 220,MECH 366,1
MECH 223,MECH 366,1
MECH 224,MECH 366,1
MECH 225,MECH 366,1
MANU 230,MECH 368,0.33
ELEC 203,MECH 368,0.33
MECH 225,MECH 375,0.5
CHBE 241,MECH 375,0.17
ENPH 257,MECH 375,0.17
PHYS 203,MECH 375,0.17
CHBE 251,MECH 375,0.17
CIVL 215,MECH 375,0.17
MECH 280,MECH 375,0.17
MECH 225,MECH 380,0.5
MATH 255,MECH 380,0.5
CHBE 251,MECH 380,0.17
CIVL 215,MECH 380,0.17
MECH 280,MECH 380,0.17
CHBE 241,MECH 380,0.17
ENPH 257,MECH 380,0.17
PHYS 203,MECH 380,0.17
MECH 380,MECH 386,1
MECH 360,MECH 420,1
MECH 463,MECH 420,1
MECH 366,MECH 420,1
ELEC 343,MECH 420,0.5
EECE 376,MECH 420,0.5
MECH 366,MECH 421,1
MECH 420,MECH 421,1
MECH 421,MECH 420,1
ELEC 302,MECH 422,0.25
EECE 363,MECH 422,0.25
ELEC 344,MECH 422,0.25
EECE 365,MECH 422,0.25
MECH 360,MECH 422,1
MECH 463,MECH 422,1
MECH 366,MECH 423,1
ELEC 302,MECH 423,1
CPEN 312,MECH 423,1
CPEN 333,MECH 423,1
MECH 423,CPEN 333,1
MECH 223,MECH 426,0.5
MECH 260,MECH 426,0.5
MECH 360,MECH 426,1
MECH 426,MECH 360,1
MECH 225,MECH 433,0.5
MATH 255,MECH 433,0.25
MATH 256,MECH 433,0.25
CHBE 251,MECH 433,0.17
CIVL 215,MECH 433,0.17
MECH 280,MECH 433,0.17
MECH 221,MECH 435,0.5
APSC 278,MECH 435,0.5
MECH 260,MECH 435,0.5
MECH 360,MECH 436,1
MECH 224,MECH 436,0.5
BMEG 330,MECH 436,0.5
MECH 327,MECH 445,1
MECH 375,MECH 445,1
MECH 327,MECH 453,1
MECH 328,MECH 453,1
MECH 360,MECH 453,1
MECH 325,MECH 454,1
MECH 327,MECH 454,1
MECH 328,MECH 454,1
MECH 360,MECH 454,1
MECH 325,MECH 457,1
MECH 328,MECH 457,1
MECH 329,MECH 457,1
MECH 360,MECH 457,1
MECH 327,MECH 457,1
MECH 457,MECH 327,1
MECH 426,MECH 457,1
MECH 457,MECH 426,1
MECH 325,MECH 458,1
MECH 328,MECH 458,1
MECH 360,MECH 458,1
MECH 325,MECH 459,1
MECH 328,MECH 459,1
MECH 360,MECH 459,1
MECH 426,MECH 459,1
MECH 459,MECH 426,1
MECH 360,MECH 460,1
MECH 360,MECH 462,0.5
MECH 375,MECH 462,0.5
MTRL 264,MECH 462,0.5
MECH 224,MECH 463,0.5
MECH 260,MECH 463,0.5
MECH 466,MECH 464,0.5
MECH 464,MECH 466,0.5
MECH 467,MECH 464,0.5
MECH 464,MECH 467,0.5
MECH 220,MECH 466,0.33
MECH 221,MECH 466,0.33
MECH 463,MECH 466,0.33
MATH 255,MECH 466,0.33
ELEC 201,MECH 466,0.07
ELEC 202,MECH 466,0.07
ELEC 204,MECH 466,0.33
EECE 251,MECH 466,0.07
EECE 253,MECH 466,0.07
ELEC 221,MECH 466,0.33
ENPH 270,MECH 466,0.33
MECH 366,MECH 467,0.5
MANU 386,MECH 467,0.5
MECH 366,MECH 468,0.5
MECH 468,MECH 366,0.5
MECH 466,MECH 468,0.5
MECH 468,MECH 466,0.5
MECH 327,MECH 470,1
MECH 375,MECH 470,1
MECH 375,MECH 473,1
MECH 327,MECH 477,1
MECH 375,MECH 477,1
MECH 380,MECH 477,1
MECH 327,MECH 478,1
MECH 380,MECH 479,1
MECH 380,MECH 481,1
MECH 481,MECH 484,1
MECH 484,MECH 481,1
MECH 380,MECH 488,0.33
CIVL 315,MECH 488,0.33
MECH 375,MECH 489,1
MECH 380,MECH 489,1
MECH 392,MECH 491,0.5
MECH 491,MECH 392,0.5
MANU 380,MECH 491,0.5
MECH 491,MANU 380,0.5
MECH 497,MECH 498,1
MECH 498,MECH 497,1
MICB 302,MEDG 410,1
BIOL 334,MEDG 410,0.5
BIOL 335,MEDG 410,0.5
BIOL 233,MEDG 419,0.5
BIOL 234,MEDG 419,0.5
BIOL 331,MEDG 419,0.5
BIOL 335,MEDG 419,0.5
BIOL 335,MEDG 420,0.5
BIOL 338,MEDG 420,0.5
BIOL 335,MEDG 421,1
BIOC 302,MEDG 421,0.5
BIOC 303,MEDG 421,0.5
MES 300,MES 450,1
BIOL 112,MICB 201,0.33
BIOL 200,MICB 201,0.33
SCIE 001,MICB 201,0.33
BIOL 112,MICB 202,0.2
BIOL 200,MICB 202,0.2
BMEG 245,MICB 202,0.2
MICB 201,MICB 202,0.2
SCIE 001,MICB 202,0.2
BIOL 112,MICB 203,0.5
SCIE 001,MICB 203,0.5
BIOL 112,MICB 211,0.5
CHEM 121,MICB 211,0.5
BIOL 200,MICB 211,0.17
BMEG 245,MICB 211,0.17
SCIE 001,MICB 211,0.17
BIOL 112,MICB 212,0.25
BIOL 200,MICB 212,0.25
BMEG 245,MICB 212,0.25
SCIE 001,MICB 212,0.25
MICB 211,MICB 301,0.25
MICB 201,MICB 301,0.25
BIOL 201,MICB 301,0.17
BIOC 202,MICB 301,0.17
BIOC 203,MICB 301,0.17
BIOT 380,MICB 301,0.5
MICB 212,MICB 302,0.5
MICB 202,MICB 302,0.5
MICB 212,MICB 306,0.33
MICB 202,MICB 306,0.33
BIOT 380,MICB 306,0.33
MICB 211,MICB 308,0.25
MICB 202,MICB 308,0.25
BIOL 201,MICB 308,0.17
BIOC 202,MICB 308,0.17
BIOC 203,MICB 308,0.17
BIOT 380,MICB 308,0.5
BIOL 200,MICB 322,1
BIOL 201,MICB 322,1
CHEM 233,MICB 322,1
MICB 211,MICB 322,0.5
MICB 201,MICB 322,0.5
MICB 212,MICB 322,0.5
MICB 202,MICB 322,0.5
MICB 322,MICB 323,1
MICB 211,MICB 325,0.33
MICB 201,MICB 325,0.33
BIOL 234,MICB 325,0.33
BIOL 112,MICB 353,0.25
MICB 211,MICB 353,0.25
MICB 201,MICB 353,0.25
SCIE 001,MICB 353,0.25
MICB 211,MICB 398,0.25
MICB 201,MICB 398,0.25
MICB 212,MICB 398,0.25
MICB 202,MICB 398,0.25
BIOT 380,MICB 398,0.5
MICB 398,MICB 399,1
MICB 322,MICB 401,1
MICB 301,MICB 401,1
MICB 302,MICB 402,0.5
BIOT 380,MICB 402,0.5
BIOL 234,MICB 402,0.33
MICB 402,BIOL 234,0.33
BIOL 335,MICB 402,0.33
MICB 402,BIOL 335,0.33
MICB 325,MICB 402,0.33
MICB 402,MICB 325,0.33
MICB 302,MICB 404,1
MICB 308,MICB 404,0.5
MICB 408,MICB 404,0.5
MICB 301,MICB 405,0.17
MICB 325,MICB 405,0.17
BIOC 302,MICB 405,0.17
BIOC 303,MICB 405,0.17
BIOL 335,MICB 405,0.17
BIOT 380,MICB 405,0.17
MICB 306,MICB 406,1
MICB 306,MICB 407,1
MICB 308,MICB 408,1
MICB 302,MICB 412,1
MICB 402,MICB 412,0.5
MEDG 410,MICB 412,0.5
MICB 302,MICB 413,0.5
MICB 308,MICB 413,0.17
MICB 325,MICB 413,0.17
BIOL 335,MICB 413,0.17
BIOT 380,MICB 413,0.5
BIOL 335,MICB 418,0.33
MICB 418,BIOL 335,0.33
MICB 325,MICB 418,0.33
MICB 418,MICB 325,0.33
BIOT 380,MICB 418,0.33
MICB 418,BIOT 380,0.33
MICB 323,MICB 421,0.5
BIOT 380,MICB 421,0.5
BIOL 335,MICB 425,0.33
MICB 325,MICB 425,0.33
BIOT 380,MICB 425,0.33
BIOT 380,MICB 447,0.33
MICB 323,MICB 447,0.33
MICB 322,MICB 447,0.33
MICB 398,MICB 447,0.33
MICB 323,MICB 448,0.5
MICB 322,MICB 448,0.5
MICB 399,MICB 448,0.5
MICB 323,MICB 449,0.5
MICB 322,MICB 449,0.5
MICB 399,MICB 449,0.5
MICB 323,MICB 471,1
MICB 322,MICB 475,1
MICB 325,MICB 475,0.5
BIOL 335,MICB 475,0.5
MICB 399,MICB 498,0.5
BIOT 380,MICB 498,0.5
MICB 498,MICB 499,1
MIDW 115,MIDW 310,0.5
MIDW 240,MIDW 360,1
MIDW 360,MIDW 370,1
MINE 200,MINE 201,1
MINE 224,MINE 292,1
MINE 291,MINE 302,1
CIVL 210,MINE 303,1
MECH 260,MINE 303,0.5
CIVL 230,MINE 303,0.5
MINE 291,MINE 304,1
MINE 291,MINE 310,1
MINE 292,MINE 310,1
STAT 251,MINE 350,1
CIVL 210,MINE 380,1
MINE 291,MINE 395,1
MINE 292,MINE 395,1
STAT 251,MINE 395,1
MINE 395,STAT 251,1
MINE 291,MINE 402,1
MINE 303,MINE 403,0.5
MINE 305,MINE 403,0.5
MINE 396,MINE 406,1
STAT 251,MINE 420,1
MINE 331,MINE 434,1
MINE 331,MINE 435,1
MATH 255,MINE 436,1
MECH 280,MINE 436,0.5
CIVL 215,MINE 436,0.5
MINE 331,MINE 438,1
MINE 291,MINE 455,0.5
MINE 292,MINE 455,0.5
MINE 292,MINE 462,1
MINE 331,MINE 462,1
MINE 302,MINE 465,0.5
MINE 310,MINE 465,0.5
MINE 302,MINE 485,0.33
MINE 303,MINE 485,0.33
EOSC 323,MINE 485,0.33
MINE 310,MINE 488,1
MINE 302,MINE 491,1
MINE 303,MINE 491,1
MINE 304,MINE 491,1
MINE 310,MINE 491,1
MINE 331,MINE 491,1
MINE 333,MINE 491,1
MINE 350,MINE 491,1
MINE 396,MINE 491,1
BIOL 320,MRNE 435,1
BIOL 205,MRNE 435,1
APSC 176,MTRL 201,0.14
ENGL 110,MTRL 201,0.14
ENGL 111,MTRL 201,0.14
ENGL 112,MTRL 201,0.14
ENGL 120,MTRL 201,0.14
ENGL 121,MTRL 201,0.14
WRDS 150,MTRL 201,0.14
MTRL 280,MTRL 201,1
MTRL 201,MTRL 280,1
MTRL 250,MTRL 251,1
MTRL 201,MTRL 320,1
APSC 278,MTRL 340,1
MMAT 358,MTRL 359,0.5
MTRL 359,MMAT 358,0.5
MTRL 358,MTRL 359,0.5
MTRL 359,MTRL 358,0.5
MTRL 263,MTRL 363,1
MTRL 264,MTRL 363,1
APSC 278,MTRL 365,1
MECH 260,MTRL 365,1
MTRL 365,MTRL 381,1
MTRL 381,MTRL 365,1
MTRL 378,MTRL 381,1
MTRL 381,MTRL 378,1
APSC 201,MTRL 392,0.5
MTRL 201,MTRL 392,0.5
APSC 201,MTRL 398,0.5
MTRL 201,MTRL 398,0.5
APSC 278,MTRL 442,1
MMAT 358,MTRL 458,0.5
MTRL 358,MTRL 458,0.5
STAT 251,MTRL 460,1
APSC 278,MTRL 460,1
APSC 278,MTRL 469,1
MTRL 378,MTRL 469,1
MTRL 365,MTRL 472,1
MTRL 378,MTRL 472,1
MTRL 365,MTRL 475,1
MTRL 378,MTRL 475,1
MECH 260,MTRL 485,1
MTRL 365,MTRL 485,1
APSC 278,MTRL 495,1
MTRL 250,MTRL 496,1
MUSC 100,MUSC 101,0.5
MUSC 110,MUSC 101,0.5
MUSC 103,MUSC 104,0.5
MUSC 105,MUSC 106,0.5
MUSC 110,MUSC 111,1
MUSC 120,MUSC 121,0.5
MUSC 156,MUSC 169,0.09
MUSC 169,MUSC 156,0.09
MUSC 157,MUSC 169,0.09
MUSC 169,MUSC 157,0.09
MUSC 158,MUSC 169,0.09
MUSC 169,MUSC 158,0.09
MUSC 159,MUSC 169,0.09
MUSC 169,MUSC 159,0.09
MUSC 160,MUSC 169,0.09
MUSC 169,MUSC 160,0.09
MUSC 161,MUSC 169,0.09
MUSC 169,MUSC 161,0.09
MUSC 162,MUSC 169,0.09
MUSC 169,MUSC 162,0.09
MUSC 163,MUSC 169,0.09
MUSC 169,MUSC 163,0.09
MUSC 164,MUSC 169,0.09
MUSC 169,MUSC 164,0.09
MUSC 165,MUSC 169,0.09
MUSC 169,MUSC 165,0.09
MUSC 166,MUSC 169,0.09
MUSC 169,MUSC 166,0.09
MUSC 101,MUSC 200,1
MUSC 111,MUSC 201,0.5
MUSC 200,MUSC 201,0.5
MUSC 106,MUSC 205,0.5
MUSC 205,MUSC 206,0.5
MUSC 107,MUSC 207,1
MUSC 111,MUSC 210,0.5
MUSC 200,MUSC 210,0.5
MUSC 121,MUSC 220,1
MUSC 100,MUSC 220,0.5
MUSC 110,MUSC 220,0.5
MUSC 220,MUSC 221,1
MUSC 100,MUSC 221,0.5
MUSC 110,MUSC 221,0.5
MUSC 149,MUSC 249,1
MUSC 171,MUSC 271,0.04
MUSC 172,MUSC 271,0.04
MUSC 173,MUSC 271,0.04
MUSC 174,MUSC 271,0.04
MUSC 175,MUSC 271,0.04
MUSC 176,MUSC 271,0.04
MUSC 177,MUSC 271,0.04
MUSC 178,MUSC 271,0.04
MUSC 179,MUSC 271,0.04
MUSC 180,MUSC 271,0.04
MUSC 181,MUSC 271,0.04
MUSC 182,MUSC 271,0.04
MUSC 183,MUSC 271,0.04
MUSC 184,MUSC 271,0.04
MUSC 185,MUSC 271,0.04
MUSC 186,MUSC 271,0.04
MUSC 187,MUSC 271,0.04
MUSC 188,MUSC 271,0.04
MUSC 189,MUSC 271,0.04
MUSC 190,MUSC 271,0.04
MUSC 191,MUSC 271,0.04
MUSC 192,MUSC 271,0.04
MUSC 193,MUSC 271,0.04
MUSC 194,MUSC 271,0.04
MUSC 195,MUSC 271,0.04
MUSC 171,MUSC 272,0.04
MUSC 172,MUSC 272,0.04
MUSC 173,MUSC 272,0.04
MUSC 174,MUSC 272,0.04
MUSC 175,MUSC 272,0.04
MUSC 176,MUSC 272,0.04
MUSC 177,MUSC 272,0.04
MUSC 178,MUSC 272,0.04
MUSC 179,MUSC 272,0.04
MUSC 180,MUSC 272,0.04
MUSC 181,MUSC 272,0.04
MUSC 182,MUSC 272,0.04
MUSC 183,MUSC 272,0.04
MUSC 184,MUSC 272,0.04
MUSC 185,MUSC 272,0.04
MUSC 186,MUSC 272,0.04
MUSC 187,MUSC 272,0.04
MUSC 188,MUSC 272,0.04
MUSC 189,MUSC 272,0.04
MUSC 190,MUSC 272,0.04
MUSC 191,MUSC 272,0.04
MUSC 192,MUSC 272,0.04
MUSC 193,MUSC 272,0.04
MUSC 194,MUSC 272,0.04
MUSC 195,MUSC 272,0.04
MUSC 171,MUSC 281,0.04
MUSC 172,MUSC 281,0.04
MUSC 173,MUSC 281,0.04
MUSC 174,MUSC 281,0.04
MUSC 175,MUSC 281,0.04
MUSC 176,MUSC 281,0.04
MUSC 177,MUSC 281,0.04
MUSC 178,MUSC 281,0.04
MUSC 179,MUSC 281,0.04
MUSC 180,MUSC 281,0.04
MUSC 181,MUSC 281,0.04
MUSC 182,MUSC 281,0.04
MUSC 183,MUSC 281,0.04
MUSC 184,MUSC 281,0.04
MUSC 185,MUSC 281,0.04
MUSC 186,MUSC 281,0.04
MUSC 187,MUSC 281,0.04
MUSC 188,MUSC 281,0.04
MUSC 189,MUSC 281,0.04
MUSC 190,MUSC 281,0.04
MUSC 191,MUSC 281,0.04
MUSC 192,MUSC 281,0.04
MUSC 193,MUSC 281,0.04
MUSC 194,MUSC 281,0.04
MUSC 195,MUSC 281,0.04
MUSC 171,MUSC 282,0.04
MUSC 172,MUSC 282,0.04
MUSC 173,MUSC 282,0.04
MUSC 174,MUSC 282,0.04
MUSC 175,MUSC 282,0.04
MUSC 176,MUSC 282,0.04
MUSC 177,MUSC 282,0.04
MUSC 178,MUSC 282,0.04
MUSC 179,MUSC 282,0.04
MUSC 180,MUSC 282,0.04
MUSC 181,MUSC 282,0.04
MUSC 182,MUSC 282,0.04
MUSC 183,MUSC 282,0.04
MUSC 184,MUSC 282,0.04
MUSC 185,MUSC 282,0.04
MUSC 186,MUSC 282,0.04
MUSC 187,MUSC 282,0.04
MUSC 188,MUSC 282,0.04
MUSC 189,MUSC 282,0.04
MUSC 190,MUSC 282,0.04
MUSC 191,MUSC 282,0.04
MUSC 192,MUSC 282,0.04
MUSC 193,MUSC 282,0.04
MUSC 194,MUSC 282,0.04
MUSC 195,MUSC 282,0.04
MUSC 171,MUSC 283,0.04
MUSC 172,MUSC 283,0.04
MUSC 173,MUSC 283,0.04
MUSC 174,MUSC 283,0.04
MUSC 175,MUSC 283,0.04
MUSC 176,MUSC 283,0.04
MUSC 177,MUSC 283,0.04
MUSC 178,MUSC 283,0.04
MUSC 179,MUSC 283,0.04
MUSC 180,MUSC 283,0.04
MUSC 181,MUSC 283,0.04
MUSC 182,MUSC 283,0.04
MUSC 183,MUSC 283,0.04
MUSC 184,MUSC 283,0.04
MUSC 185,MUSC 283,0.04
MUSC 186,MUSC 283,0.04
MUSC 187,MUSC 283,0.04
MUSC 188,MUSC 283,0.04
MUSC 189,MUSC 283,0.04
MUSC 190,MUSC 283,0.04
MUSC 191,MUSC 283,0.04
MUSC 192,MUSC 283,0.04
MUSC 193,MUSC 283,0.04
MUSC 194,MUSC 283,0.04
MUSC 195,MUSC 283,0.04
MUSC 171,MUSC 291,0.04
MUSC 172,MUSC 291,0.04
MUSC 173,MUSC 291,0.04
MUSC 174,MUSC 291,0.04
MUSC 175,MUSC 291,0.04
MUSC 176,MUSC 291,0.04
MUSC 177,MUSC 291,0.04
MUSC 178,MUSC 291,0.04
MUSC 179,MUSC 291,0.04
MUSC 180,MUSC 291,0.04
MUSC 181,MUSC 291,0.04
MUSC 182,MUSC 291,0.04
MUSC 183,MUSC 291,0.04
MUSC 184,MUSC 291,0.04
MUSC 185,MUSC 291,0.04
MUSC 186,MUSC 291,0.04
MUSC 187,MUSC 291,0.04
MUSC 188,MUSC 291,0.04
MUSC 189,MUSC 291,0.04
MUSC 190,MUSC 291,0.04
MUSC 191,MUSC 291,0.04
MUSC 192,MUSC 291,0.04
MUSC 193,MUSC 291,0.04
MUSC 194,MUSC 291,0.04
MUSC 195,MUSC 291,0.04
MUSC 171,MUSC 292,0.04
MUSC 172,MUSC 292,0.04
MUSC 173,MUSC 292,0.04
MUSC 174,MUSC 292,0.04
MUSC 175,MUSC 292,0.04
MUSC 176,MUSC 292,0.04
MUSC 177,MUSC 292,0.04
MUSC 178,MUSC 292,0.04
MUSC 179,MUSC 292,0.04
MUSC 180,MUSC 292,0.04
MUSC 181,MUSC 292,0.04
MUSC 182,MUSC 292,0.04
MUSC 183,MUSC 292,0.04
MUSC 184,MUSC 292,0.04
MUSC 185,MUSC 292,0.04
MUSC 186,MUSC 292,0.04
MUSC 187,MUSC 292,0.04
MUSC 188,MUSC 292,0.04
MUSC 189,MUSC 292,0.04
MUSC 190,MUSC 292,0.04
MUSC 191,MUSC 292,0.04
MUSC 192,MUSC 292,0.04
MUSC 193,MUSC 292,0.04
MUSC 194,MUSC 292,0.04
MUSC 195,MUSC 292,0.04
MUSC 171,MUSC 293,0.04
MUSC 172,MUSC 293,0.04
MUSC 173,MUSC 293,0.04
MUSC 174,MUSC 293,0.04
MUSC 175,MUSC 293,0.04
MUSC 176,MUSC 293,0.04
MUSC 177,MUSC 293,0.04
MUSC 178,MUSC 293,0.04
MUSC 179,MUSC 293,0.04
MUSC 180,MUSC 293,0.04
MUSC 181,MUSC 293,0.04
MUSC 182,MUSC 293,0.04
MUSC 183,MUSC 293,0.04
MUSC 184,MUSC 293,0.04
MUSC 185,MUSC 293,0.04
MUSC 186,MUSC 293,0.04
MUSC 187,MUSC 293,0.04
MUSC 188,MUSC 293,0.04
MUSC 189,MUSC 293,0.04
MUSC 190,MUSC 293,0.04
MUSC 191,MUSC 293,0.04
MUSC 192,MUSC 293,0.04
MUSC 193,MUSC 293,0.04
MUSC 194,MUSC 293,0.04
MUSC 195,MUSC 293,0.04
MUSC 200,MUSC 300,1
MUSC 300,MUSC 301,1
MUSC 207,MUSC 307,1
MUSC 309,MUSC 310,1
MUSC 311,MUSC 312,1
MUSC 311,MUSC 313,1
MUSC 119,MUSC 319,1
MUSC 100,MUSC 319,0.33
MUSC 103,MUSC 319,0.33
MUSC 110,MUSC 319,0.33
MUSC 319,MUSC 320,0.5
MUSC 200,MUSC 331,1
MUSC 120,MUSC 352,1
MUSC 121,MUSC 352,1
MUSC 120,MUSC 353,1
MUSC 121,MUSC 354,1
MUSC 121,MUSC 355,1
